image,ALB,BET,DOL,LAG,NoF,OTHER,SHARK,YFT
img_00005.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00007.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00009.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00018.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00027.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00030.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00040.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00046.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00053.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00071.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00075.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00102.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00103.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00109.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
img_00119.jpg,0.4550026469031234,0.05293806246691371,0.030968766543144517,0.01773425092641609,0.12308099523557438,0.07914240338803599,0.046585494970884066,0.1942826892535733
